,Text,Completion,Correction,GLEU_lang8,GLEU_clova
970,그러나 그사라믄 오늘은 꼭 나를 광대역 네트워크를 설치해 도와 주지 않는다 해서 나는 오늘은 출근을 하려고 했지만 꿈에서 깨어나지 못해서 주저하지 않고 회사에 출근을 하러 가지 않는다 .,그러나 그 사람은오늘은 꼭 나를 광대역 네트워크를 설치해 도와 주지 않는다 해서 나는 오늘은 출근을 하려고 했지만 꿈에서 깨어나지 못해서 회사에 출근을 하지 못했다,"그러나 그 사람은 오늘은 꼭 나를 광대역 네트워크를 설치해 도와 주지 않는다고 해서 , 나는 오늘은 출근을 하려고 했지만 꿈에서 깨어나지 못해서 결국 회사에 출근하러 가지 않았다 .",0.6226415094339622,0.5377358490566038
971,"꼭 좋아질 거야 , 지구 씨 !",지구는 반드시 좋아질 것이다 .,지구가 꼭 좋아지길 바랍니다 .,0.045454545454545456,0.045454545454545456
972,다음에 못 자주 와서 친구들은 시간이 있으면 꼭 저에게 말 남긴다 .,이제는 자주 못 오지만 이곳 친구들이 저에게 말을 남긴다면,다음에 또 오지 못할 것 같아 친구들이 시간이 나면 제게 연락을 해요 .,0.07142857142857142,0.06521739130434782
973,제가 중학교 때는 클럽 활동을 하지 않고 집에서 빈둥거리고 있으니까 그때 저는 체중이 제일 무거웠어요 ;,제 중학교 때는 클럽 활동을 하지 않고 집에서 빈둥거리기만 해서 몸무게가 많이 나갔어요 ;,제가 중학교때는 클럽활동도 안하고 집에서 빈둥거리기만 해서 몸무게가 제일 많이 나갔었어요 ;,0.39655172413793105,0.06896551724137931
974,오늘 낮에 저는 인터넷 라디오를 듣고 친구들이랑 늦게까지 놀았습니다 .,오늘 저는 낮에는 인터넷 라디오를 듣고 저녁에는 친구들과 늦게까지 놀았습니다 .,오늘 낮에 저는 인터넷 라디오를 들으며 친구들과 늦게까지 놀았습니다 .,0.3684210526315789,0.5882352941176471
975,"그때 우리가 유일한 대화할 수 있는 친구 하나만 있으면 우리 속 마음을 들어 줄 수 있을 것이며 , 하지만 없을 수도 있을 것이다 .","그때 우리가 유일하게 대화할 수 있는 친구 하나만 있으면 , 그 친구는 우리의 속 마음을 들어 줄 수 있을 것이다 .",그 때는 우리의 속마음을 들어줄 수 있는 단 한명의 친구만 있어도 충분했을 것이다 .,0.5,0.06666666666666667
976,그 땐 많이 원인으로 한국어를 배우지 못했는데 졸업한 다음에 광주로 가서 일하기 때문에 여러 차례 한국어를 공부한 기회과 놓쳤다 .,"그 땐 여러가지 원인으로 한국어를 배우지 못했고 , 졸업한 다음에는 광주로 가서 일을 해야 했기때문에 , 한국어 공부할 기회를 여러차례 놓쳤다 .","그 때는 많은 원인으로 한국어를 배울 수 없었는데 , 졸업한 후에는 광주에서 일했기 때문에 여러 차례 한국어를 공부할 기회를 놓쳤다 .",0.1951219512195122,0.23076923076923078
977,내가 남자한데 믿는 사신감이 생긴지 얼마나 안됐는데 현실적인 내가 바보처럼 무슨 남자의 말을 믿냐 ? !,남자들의 말을 믿어도 된다는 생각을 한 지 얼마 안 됐는데 바보같이 남자의 말을 믿었다 .,"내가 남자한테 믿음직한 사람이 된지 얼마 안 됐는데 , 현실적인 내가 어떻게 남자의 말을 믿겠냐 ? !",0.05172413793103448,0.16129032258064516
978,이일은 아주 많은 힘이 필요해야해서 미일 피곤하다고 생각했다 .,이일은 아주 많은 힘이 필요해서 매일 피곤하다,"이 일은 정말 많은 힘이 필요해서 , 나는 매일 피곤하다 .",0.3333333333333333,0.10526315789473684
979, 이전 점은 아주 행복이라고 생각했다  ., 이런점이 내가 행복하게 사는데 중요한 요소라고 생각한다  .,이전에는 매우 행복하다고 생각했었다  .,0.038461538461538464,0.05555555555555555
980,어제밤 하늘 호수로 떠난 여행 한 장을 읽고 잠을 잘자서 오늘 아침에 기운이 참 좋았어요 !,"어제밤 ' 하늘 호수로 떠난 여행 ' 이라는 책을한 장을 읽고 , 잠을 잘자서 오늘 아침에는 기분이 참 좋았어요 !",어제밤 ' 하늘 호수로 떠난 여행 ' 을 읽고 자서 오늘 아침에 기운이 참 좋았어요 !,0.35135135135135137,0.5172413793103449
981,바쁘시지만 꼭 참석해서 맨몸으로 왔으면 합니다 .,바쁘시겠지만 가벼운 마음으로 꼭 참석해 주셨으면 합니다 .,"바쁘시겠지만 , 꼭 참석하셔서 맨손으로 오셨으면 좋겠습니다 .",0.15384615384615385,0.07692307692307693
982,"내일 다이어트 해도 돼요 ! "" 는생각들 나타나요 .",' 내일 다이어트 해도 돼요 ! ' 하고 생각하게 되요 .,""" 내일은 다이어트 해야지 ! "" 라는 생각이 들어요 .",0.39473684210526316,0.14705882352941177
983,오늘 나는 하루를 피곤하고 즐겁게 보냈습니다 .,"오늘은 피곤했지만 , 즐거운 하루였습니다 .",오늘은 매우 피곤했지만 즐거웠습니다 .,0.045454545454545456,0.045454545454545456
984,암튼 누군가 친구가 되요 ~ 특히 일본어 공부하시는 분이라면 서로 공부해요 ~ !,"아무튼 누구나 저와 친구가 되어 주세요 , 특히 일본어 공부하시는 분은 서로 도우면서 공부해요 .","암튼 , 저와 친구가 되고 싶으신 분은 연락주세요 . 특히 일본어 공부하시는 분이면 더 좋겠어요",0.16666666666666666,0.14814814814814814
985,2 . 이번에 태국에 온 것은 5번째 맞죠 ?,"태국을 방문하신 것은 , 이번으로 5번째이시지요 ?",이번이 태국에 다섯 번째 오는 거죠 ?,0.06666666666666667,0.06666666666666667
986,하지만 내 수업 근처에 무슨 일이 .,하지만 그것은 내 교실 근처에서 발생했어요,그런데 제 수업 바로 옆에서 어떤 일이 일어났어요 .,0.09090909090909091,0.1
987,전형적인 시골에서 살아 온 저의 경험 경험으로부터 말하면 그들은 밖에서 달려다니는 것 보다 쾌적한 방에서 게임이나 텔레비전에 흥겨워하는것 을 좋아해요 .,"전형적으로 시골에서 살아 온 저의 경험 경험에 의하면 , 그들은 밖에서 달려다니는 것 보다 쾌적한 방에서 게임이나 텔레비전을 즐기는 것을 더 좋아해요 .","저는 전형적인 시골에서 살아왔기 때문에 , 밖에 나가 노는 것보다 집에서 게임이나 텔레비전을 보는 걸 더 좋아했어요 .",0.5,0.0641025641025641
988,"운동관에서 운동한것 마다 "" 아아 , 잘 했어 "" 이라고 자기한테 생각하지만 , 집에 돌아오면서 밥을 먹얼때 는 항상 너무많이 먹는것 뒸는데 . ㅠ","체육관 에서 운동할 때마다 "" 아아 , 잘 했어 "" 라고 스스로 생각하지만 , 집에 돌아와서 밥을 먹을 때는 항상 너무 많이 먹는 것 같은데 . ㅠ","운동할 때마다 ' 아 , 잘했어 ' 라고 스스로에게 말하지만 , 집에 돌아와서 밥 먹을 때는 항상 너무 많이 먹는데 . ᅲ",0.28431372549019607,0.06666666666666667
989,전에 간체자의 쓴 방법이 쉅고 빨라서 저는 자주 간체자를 썼어요 .,저도 전에는 간체자가 쓰기도 쉽고 빨리 쓸 수 있어서 자주 썼어요 .,"예전에는 한자가 쉽고 빨리 쓸 수 있어서 , 자주 사용했어요 .",0.09523809523809523,0.05263157894736842
990,그렇기 때문에 유학할 까 말까나 대학원에 갈까 말까란 자기 미래에 대한 일을 더 천천히 생각해보고 싶은데 못하는 것이다 .,그렇기 때문에 유학이나 대학원 진학과 같은 자기 미래에 대한 일을 더 천천히 생각해보고 싶은데 못하는 것이다 .,"그래서 나는 내 미래에 대해 좀더 신중히 생각해 보고 싶지만 , 그럴 수가 없다 .",0.5857142857142857,0.02857142857142857
991,미이크가 단무지를 샀어서 김밥 만들려고 했어요 .,미이크가 김밥 만들려고 단무지를 샀어요 .,마이크가 단무지를 사서 김밥을 만들자고 했어요 .,0.2727272727272727,0.18181818181818182
992,"국제공등교육정보 기관가 문장을 발표했다고 홍콩대학교 , 홍콩중문대학교 및 홍콩과학기술대학교의 순위가 국내 명문대와 보다 앞쪽이지만 고주의 판단에 근거해 , 국내 명문대가 훨씬 난다고 신화사가 밝혔다 .","국제공등교육정보 기관 가 문장을 발표했다 . 신화사는 홍콩대학교 , 홍콩중문대학교 및 홍콩과학기술대학교의 순위가 국내 명문대보다 높지만 , 고주의 판단에 근거해 국내 명문대가 훨씬 낫다고 밝혔다 .","국제대학평가기관인 QS 가 대학순위를 발표했는데 홍콩대학교 , 홍콩중문대학교 및 홍콩과학기술대학교의 순위가 국내 명문대보다 앞섰지만 중국 내에서는 여전히 한국의 대학교들이 더 낫다고 신화통신이 보도했다 .",0.40816326530612246,0.24468085106382978
993,매년 꽃그경을 가기가 아주 기대하고 있지만 올래는 신나지 않아요 .,매년 꽃구경하러 가는 것을 많이 기대하고 있었지만 올해는 신나지 않았어요 .,매년 꽃구경 가는 것이 매우 기대되지만 올해는 그렇지 않아요 .,0.10526315789473684,0.11764705882352941
994,우리 집 창문 열릴 때마다 손으로 밀리지 말고 원래 마루를 딱을 때 쓰는 길고 끝에 움직이는 평평한 그리고 넓은 부분이 갖고 있는 도구로 밀려야 돼요 .,우리 집 창문을 열 때는 손으로 밀지 말아야 해요 . 원래 마루를 닦을 때 쓰는 길고 끝이 움직이는 평평한 그리고 넓은 부분이 있는 도구로 밀어야 돼요 .,"우리 집 창문은 항상 열려 있기 때문에 , 손으로 밀어서는 안 되고 , 바닥을 닦을 때 쓰는 길고 끝에 움직이는 평평한 그리고 넓은 부분이 있는 도구로 밀어줘야 해요 .",0.3235294117647059,0.34545454545454546
995,항상 아무것도 생각하지 많고 그냥 제 맘대로 일을 하고 싶어요 .,항상 아무 생각없이 그냥 제 맘대로 일을 하고 싶어요 . 좀 부드럽게 했어요 .,"저는 항상 아무 생각 없이 , 그저 제 마음대로 살고 싶어요 .",0.46,0.11904761904761904
996,화장이 지우므로 얼글을 가까이 하지마십시오,상품에 화장이 묻으니 얼굴이 닿지않게 해주세요,화장을 지우면 얼굴을 가까이 하지 마십시오 .,0.05555555555555555,0.045454545454545456
997,나한테 무슨 놀랄 대부분은 모든 학생들이 학교에 들어가기 전에 금속 탐지기를 던져 갈 것입니다 .,대부분의 모든 학생들은 학교에 들어가기 전에 금속 탐지기를 거치고 들어갔다 .,저에게 가장 놀라운 일은 모든 학생들이 학교에 들어가기 전에 금속 탐지기를 사용하는 것입니다 .,0.2962962962962963,0.46296296296296297
998,그래서 여러가지 노력도 하고 지금은 또 좀 늘어났다고 하네요 .,여러가지 노력을 해서인지 지금은 좀 증가했다고 하네요 .,그래서 여러 가지 노력을 해서 지금은 조금 나아졌다고 합니다 .,0.17647058823529413,0.08823529411764706
999,"그리고 , 급커브가있었지만 , 나는 어떻게도 급커브를 할수없어서 , 도로 로 부터 벗어난 저벽으로 부터 뛰어 내렸어 .","그런데 급커브가 나타났고 , 나는 어떻게도 급커브 돌 수 없어서절벽으로 떨어지고 말았어","그리고 , 급커브가 있었지만 , 나는 어떻게도 급커브를 할 수 없어서 , 도로에서 벗어나 벽에 부딪쳤어 .",0.09090909090909091,0.22727272727272727
1000,기관의 재이식을 위합니까 ? 그렇지만 인간을 완전히 복제한 후 그의 기관만 가지고 가면 인도주의를 위배합니다  .,기관의 재이식을 위해서입니까 ? 그렇지만 인간을 완전히 복제한 후 그의 기관만사용한는 것은 인도주의를 위배하는 일 입니다  .,"인간을 완전히 복제 한 후 , 그의 기관만을 가지고 간다면 그것은 인도주의에 어긋납니다  .",0.43548387096774194,0.1206896551724138
1001,거리에서는 크리스마스 일루미네이션 투성이 입니다 .,거리에는 크리스마스 일루미네이션이 많습니다 . ( 투성이,크리스마스 분위기가 거리에 가득합니다 .,0.13636363636363635,0.1111111111111111
1002,이 세상에서 그런 이상한 사람이 얼마나 많은지도 모르겠는데 사람을 다 좋다고 생각했는데 참 실망했다 .,이 세상에서 그런 이상한 사람이 얼마나많을까 ? 사람은 다착할 거라고생각했는데 참 실망했다 .,"이 세상에 그런 이상한 사람이 얼마나 많은지 모르겠지만 , 모든 사람들을 좋게 봤는데 정말 실망했다 .",0.37037037037037035,0.2413793103448276
1003,그러나 첫 번째이라도 고의적이고 의도적이거나 심한 성격을 위반 또는 징계 제재를 받았지만 규정을 계속 위반하는 경우에는 해고로 가장 높은 징계 형식을 받아야 할 수가 있다 .,"그러나 처음이라 할지라도 , 고의적이고 의도적인 경우와 규정의 속성을 심각하게 위반한 경우 또는 징계 제재를 받았지만 규정을 계속 위반하는 경우에는 해고라는 가장 처벌수위가 높은 징계를 받을 수 있다 .","하지만 처음부터 고의적으로 , 의도적으로 , 심각한 성격의 위반이나 징계 처벌을 받은 경우라면 회사규정에 따라 해고까지 받을 수 있다 .",0.3,0.04081632653061224
1004,하지만 그 자전거는 고도는 내 키가 똑같아서 어린이 타면 정말 위험한 일이었다 .,하지만 그 자전거의 높이가 내 키와 같아서 어린이가 타면 정말 위험했다 .,"하지만 그 자전거는 높이가 내 키와 같아서 , 어린아이가 타기에는 매우 위험했다 .",0.17391304347826086,0.17391304347826086
1005,이런 문화 차이가 있으면 정부만 일에게 영향을 미치지 않은데 개인 생활을 달라질 수 있다 .,이런 문화 차이가 있으면 정부에만 일이 미치는 것이 아니라 개인생활의 문화에도 변화를 주게 된다 .,이런 문화차이가 있다면 정부만이 아니라 개인생활에도 영향을 미칠 것이다 .,0.2037037037037037,0.05555555555555555
1006,이준기씨는 모든 촬영한 드라마에 전형 인물을 만들었요  .,이준기씨가촬영한 모든드라마에서 전형적인 인물을 만들었어요  .,이준기는 모든 드라마에서 주인공 역할을 맡았어요  .,0.07692307692307693,0.07692307692307693
1007,많은 사람들은 자기 무엇을 해야 했는지 알았지만 목표의 한계성으로 인해서 자기 재능이 소박되었다 .,"사람도 똑같이 , 많은 사람들이 자신이 어떤 일을 해야 하는지 알지만 , 목표의 한계성이 재능을 제한하였다 .","많은 사람들이 자신에게 맞는 일을 찾았지만 , 그들의 꿈은 너무도 작았다 .",0.06451612903225806,0.04
1008,나도 고등학교까지 야구부였는데 일본에서는 고등학교 야구침이 한4500교나 있다 .,"나도 고등학교 때까지 야구부였고 , 일본에는 고등학교 야구 팀이 약 4500개 정도 있다 .","나는 고등학교 때까지 야구부였지만 , 일본에는 고등학교 야구부가 4500개나 있다 .",0.1,0.10526315789473684
1009,나는 원래는 나로 하여금 창고를 청소하라고 하는 것을 들은 후에 오후에는 회사에 떠나고 싶었는데 부모님께 더 견뎌야 하라고 하고 한 동료 - 강국딩 덕분에 끝까지 견디고 말았다 .,나는 원래는나에게 창고를 청소하라고 하는 것을 들은 후에 오후에는 회사에 떠나고 싶었는데 부모님과 더 견뎌야 한다고한 동료 - 강국딩 덕분에 끝까지 견뎠다 .,"원래는 내가 창고를 청소하라는 말을 듣고 오후에는 회사에서 떠나려고 했는데 , 부모님께서 좀 더 견뎌보라고 하시고 또 다른 동료인 강국딩이 나를 도와줘서 끝까지 견딜 수 있었다 .",0.5,0.05660377358490566
1010,그녀는 아픔과 창피함을 견뎌 일어서서 깨진 화장수를 거꾸로 가지고 남은 것을 확보했다 .,그 친구는 아픔 과 창피함을 무릅쓰고 일어서서 남은 것들을 주워담았다 .,그녀는 아픔과 창피함을 견디고 일어나 깨진 화장수를 뒤집어 남아있는 것을 확보했다 .,0.08695652173913043,0.32608695652173914
1011,"전 어제 걸어갔는 때 , 얼굴을 햇빛 비추고 , 당시 상해에서 살기 운이 라고 실현했는데요 .",제가 어제 걸어다닐 때 햇살이 얼굴을 비추고 저는 상하이에서의 봄이 얼마나 좋은지 느끼게 되었어요 .,"어제 길을 걸을 때 , 햇볕이 내리쬐어 기분이 좋았고 , 그때 상해에 사는 것은 행운이라고 생각했어요 .",0.08620689655172414,0.0967741935483871
1012,8월에 한국에 갔고 정말 즐거웠지만 지금 또 한국어를 들을 수 없고 심심한 매일이에요 .,8월에 한국에 갔다 와서 정말 즐거웠지만 지금은 한국어를 들을 수 없어서 심심하네요 .,"8월에 한국에 갔을 때는 정말 즐거웠지만 , 지금은 다시 한국어를 들을 수 없어서 심심해요 .",0.26,0.24074074074074073
1013,"저는 아침 4시반에 일어나고 , 랑 산책을 하고 밥을 먹고 , 남은 시간으로 공부를 하고 회사로 갑니다 .",회사 ' 에 ' > ' 로 ' 에를 더 많이 쓰지만 로로 쓴다고 해서 틀린것은 아닙니다,"저는 아침 4시 반에 일어나서 , 랑 산책을 하고 밥을 먹고 , 남는 시간에는 공부를 하고 회사로 갑니다 .",0.0,0.5571428571428572
1014,그러니까 대만에서 한국 온 목사님 한 분 만나니까 한국에서 성경를 공부하고 싶겠어요 .,한국에 계신 대만 목사님을 그곳에서 만나기로 했어요 . 함께 성경을 공부하고 싶겠네요 .,그래서 대만에서 한국으로 오신 목사님 한 분을 만났어요 .,0.043478260869565216,0.10869565217391304
1015,혼히 남자 학생은 일단 앞에 있는 친구에게 인사를 해도 나 는 뒤에 간다고 줄에 끼어들어 가지 않는 것을 보인다고 말했어요 .,혼히 남 학생은 일단 앞에 있는 친구에게 인사를 하고 나서도 나는 뒤로 가겠다고 말하고 줄에 끼어들지 않는 다고 말했어요 .,흔히 남자 학생들은 일단 앞에 있는 친구에게 인사를 하고 난 후에는 내가 뒤로 가서 줄에 끼어들지 않는다는 것을 보여줘야 한다고 말해요 .,0.3076923076923077,0.21951219512195122
1016,"저 사촌 하고 오늘 많이 놀았어요 하지만 모든 게임을 졌어요 , 작주에 이겼어요 오늘은 제가 운세를 나빠요 .","저는 오늘 사촌 하고 많이 놀았어요 하지만 모든 게임에서 졌어요 , 저번주엔 제가 이겼어요 오늘은 운이 나빴어요 .",오늘 저는 사촌과 많이 놀았지만 모두 졌습니다 . 지난주에는 이겼는데 오늘은 운이 좋지 않습니다 .,0.3333333333333333,0.06060606060606061
1017,전주에서 서울까지 4시간 필요하니까 버스안에 있었을 때 심심해서 자주 치던 를 꺼냈다 .,"버스로 서울까지 4시간을 가야했는데 , 그 동안 지루해서 를 꺼냈다 .",전주에서 서울까지 4시간이 걸리니까 버스 안에서 심심할 때마다 쳤던 기타를 꺼냈다 .,0.15217391304347827,0.13043478260869565
1018,하고 싶은 일은 언제나 안전하게 할수 있고 서투리지 않아요 .,"? "" 서투리지 "" ' , ' , ' 서툴지 ' .","하고 싶은 일을 항상 안전하게 하고 , 서투르지 않아요 .",0.047619047619047616,0.20588235294117646
1019,대학전공을 경영학때문에 경영에 관한 일이 하고 싶습니다 .,대학에서 경영학을 전공했기 때문에 경영과 관련된 일을 하고 싶습니다 .,경영학 전공이기 때문에 경영 관련 일을 하고 싶습니다 .,0.17647058823529413,0.2
1020,오늘은 한국에 갔다온 언어 교환 친구에게서 그 친구를 부탁한 한국어 무번책을 사고 가져 왔어요 .,오늘은 한국에 교환학생으로 다녀온 친구에게서 그에게 부탁한 한국어 문법책을 사서 가져왔어요 .,오늘은 한국에 갔다온 언어 교환 친구에게 부탁해서 산 한국어 사전을 가져왔어요 .,0.14814814814814814,0.2962962962962963
1021,비가 많이 와고 홍수 돼서 애보월드 못가는 게 유감했어요 .,비가 많이 오고 홍수가 나서 롯데월드에 가지 못한 것이 아쉬었어요 .,비가 많이 와서 에버랜드에 가지 못한게 아쉬웠어요 .,0.10526315789473684,0.11764705882352941
1022,그리고 직접 만든 작품에 손의 따뜻함을 느껴요 .,그리고 직접 손으로 만든 작품에 정성을 느낄 수 있어요 .,손으로 직접 만든 작품이 따뜻합니다 .,0.20588235294117646,0.15384615384615385
1023,"전 브라질에 살고 , 한국어를 좀 대학교에서 공부했는데 , 1년만이었다 .",한국어를 대학교에서 1년동안 공부했어요 .,"저는 브라질에 살고 있고 , 한국어를 조금 대학에서 배웠는데 , 1년밖에 되지 않았다 .",0.07894736842105263,0.16
1024,영어 공부에 관심있는 분들은 다음 예를 통해서 사용할 상황이 어떤 상황인지 알게 되면 해요 .,영어 공부에 관심있는 분들은 다음 예를 통해서 어떤 상황에서 사용할 수 있는지 알게되길 바라요,영어 공부에 관심있는 분들은 다음 예를 통해서 사용할 상황을 이해하면 좋겠어요 .,0.4444444444444444,0.5
1025,산타할아버지는 사슴이 끌어 있는 눈썰매에서 앉아서 좋게 나온 아이에게 선물을 준다 .,산타할아버지는 사슴이 끄는 눈썰매에 앉아서 좋게 나온 아이에게 선물을 준다 . 이것의뜻을잘모르겠어요,산타 할아버지는 사슴이 끄는 썰매에 앉아서 좋은 모습으로 나온 아이에게 선물을 주신다 .,0.5952380952380952,0.1956521739130435
1026,언니는 제 스승이 됐어서 전 행복해요 .,이런 언니가 저의 선생님이 되주어서 행복해요 .,제 언니는 저에게 좋은 선생님이에요 .,0.13636363636363635,0.13636363636363635
1027,이 근처에서 한국사람 많지 않다고 얘기를 들었는데 버지니어주에 가서 안난데일에 한국사람이 꽤 많는 모양이다 .,이 근처에는 한국사람이 많지 않다고 얘기를 들었는데 버지니어주에 가서 만난 한국사람은 꽤 많다 .,"버지니아주에는 한국 사람이 별로 없다고 들었는데 , 버지니아주 애난데일에서는 한국 사람들이 꽤 많은 것 같다 .",0.4074074074074074,0.05172413793103448
1028,하지만 어른들이 휴식하기 때문에 아이들은 혼자 집에 있을 수 안 돼요 .,하지만 어른들이 쉬기 때문에 아이들끼리만 집에 있어야 해요 . ),하지만 어른들이 쉬어야 하기 때문에 아이들은 혼자 집에 있을 수 없어요 .,0.14285714285714285,0.5238095238095238
1029,요리인이라고 제목에도 있는 것 아는 바와 같이 요리가 주제인 것 같아서 당연인데 이 영화는 요리 영상이 좋은 것 같아요 .,요리인이라고 제목에도 있듯이 요리가 주제인 것 같아 당연하지만 요리 영상이 좋은 것 같아요 .,"제목에서도 알 수 있듯이 , 이 영화는 요리를 주제로 한 영화입니다 . 그래서 당연히 요리 장면이 좋을 거라고 생각합니다 .",0.36486486486486486,0.06756756756756757
1030," 우에노 공원에 갔었을 때은 아주 심한 숙취였으니까 건강적으로 구경을 했지만 , 몸이 괜찮았으면 반드시 한장한 것이 틀림없다  ."," 우에노 공원에 갔을 때는 숙취가 아주 심해서 건전하게 그냥 구경만 했지만 , 몸이 괜찮았으면 분명히 한 잔 했을 것이다  .","우에노 공원에 갔을 때는 너무 심하게 술을 마셔서 건강상으로만 구경했지만 , 몸이 괜찮았더라면 분명히 사진도 찍었을 것이다  .",0.20270270270270271,0.10606060606060606
1031,원래 우리 장이 단백질을 흡수할 때 시간이 더 많이 걸리니 오래 동안 배가 고픔이 없지만 채식들의,"원래 우리 장이 단백질을 흡수할 때 시간이 더 많이 걸리므로 오래 동안 배가 고픔을 느끼지 못하지만 , 채식을 하는","원래 우리 장은 단백질을 소화시킬 때 시간이 더 오래 걸리고 , 그래서 오랫동안 배가 고프지 않지만",0.5142857142857142,0.20689655172413793
1032,"지금 여기 수확 촉제 있네요 , 이 촉제 이름은 아니면 그럼 말하고있어요 .","지금은 이곳의 수확 축제 기간이예요 , 이 축제를 이나 라고 부르고 있어요 .",여기 축제가 있어요 .,0.10869565217391304,0.043478260869565216
1033,그리고 한국어를 배워 얼마 동안 되지 않았을 때 이미 많은 사람들이 저에게 배우고 나면 무슨 일을 찾아 보고 싶으냐고 물었어요 사실은 이런 사람들에게 나 진짜 싫어한 느낌이 있는데요 .,그리고 한국어를 배워 얼마 동안 되지 않았을 때 이미 많은 사람들이 저에게 배우고 나면 무슨 일을 찾아 보고 싶냐고 물었어요 . 사실은 이런 사람들에게 안좋은 느낌을 받았는데요 .,그리고 한국어를 배우기 시작한지 얼마 되지 않았을 때 벌써 많은 사람들이 제게 어떤 일을 하고 싶냐고 물어봤어요 . 사실 그런 사람들을 정말 싫어했어요 .,0.6727272727272727,0.13636363636363635
1034,"그 해 그리스마스 때는 할머니께서 한 쌍의 생강 쿠키를 직접 만들고 , 남자아이와 여자아이가 각 하나를 만들었다 .","그 해 그리스마스 때는 할머니께서 한 쌍의 생강 쿠키를 직접 만들었는데 , 하나는 남자아이이고 하나는 여자아이였다 .","그 해 크리스마스에는 할머니께서 진저쿠키를 만드셨는데 , 남자아이와 여자아이에게 각각 하나씩 주셨다 .",0.5454545454545454,0.12121212121212122
1035,"해외에서 점원이 휴대폰으로 프라이빗의 이야기를 하고 있었던 , 밥을 먹고 있었던 , 버스의 운전수가 노래를 부르고 있었던 , 전철이 시간대로에 오지 않은 , 낮부터 맥주를 마시고 있는 사람들이 많이 있었던등입니다 .","점원이 휴대폰으로 사적인 이야기를 하고 있었고 , 밥을 먹고 있었고 , 버스의 운전수는 노래를 부르고 있었고 , 전철이 시간표대로 오지 않았으며 , 낮부터 맥주를 마시고 있는 사람들이 많이 있었습니다 .","해외에서는 점원이 휴대폰으로 사적인 이야기를 하고 있었고 , 밥을 먹고 있었고 , 버스 운전수가 노래를 부르고 있었고 , 전철이 시간대로에 오지 않았고 , 낮부터 맥주를 마시고 있는 사람들이 많이 있었습니다 .",0.3813559322033898,0.4406779661016949
1036,난 한국어를 배우싶어 ; 음악 쓰고싶어 그리고 노래하고싶어 .,"난 한국어를 배우고 싶어 . 음악도 듣고 싶고 , 노래도 하고 싶어 .",나는 한국어를 배우고 싶어요 .,0.08695652173913043,0.06666666666666667
1037,어제는 날씨가 시원하기 시작 했어요 .,- > 어제부터 날씨가 조금 시원해졌어요 .,어제부터 날씨가 시원해졌어요 .,0.09090909090909091,0.1111111111111111
1038,퇴원을 해서 친형이 4개월전 사 주시던 노트북 컴퓨터 를 돌려주었고 강변 테크노마트 에서 새 것을 10분내 샀어요 .,"퇴원을 해서 친형이 4개월 전에 사줬던 노트북을 돌려주고 , 강변 테크노 마트에서 새 것을 10분 만에 샀어요 .","퇴원을 하고 나서 , 형이 4개월 전에 사 주셨던 노트북 컴퓨터를 돌려주고 , 강변 테크노마트에서 새로 산것은 10분도 채 안걸렸어요 .",0.19696969696969696,0.0641025641025641
1039,첫번째 인상은 나쁘지도 않고 좋지도 않았거든요 .,"첫인상은 좋거나 나쁘지 않고 그저 그랬는데 ,",첫인상이 그렇게 나쁘진 않았어요 .,0.045454545454545456,0.045454545454545456
1040,6번이 그문둔 회사는 어떤 회사인지는 드라마가 아려주지 않는다 .,또한 6번이 그만 둔 회사가 어떤 회사인지 알려주지 않는다 .,6번은 무슨 회사인지 드라마에서 알려주지 않는다 .,0.14705882352941177,0.1
1041,설마 사람을 속이는 사이트 아닐까 하는 생각이 들었는데 그럴 리가 없을 것이다  .,설마그 사이트가 사기는아닐까 하는 생각이 들었는데 그럴 리가 없었다  .,설마 사람을 속이는 사이트는 아니겠지 ?,0.32608695652173914,0.13043478260869565
1042,아직 젊은 사람이라서 각각 자기의 꿈을 갖고 있는데 많은 꿈을 제대로 이루게 되고 싶으면 돈이 절대 필요하고 중요한 역할을 한다 .,"아직 우리는 젊고 자기만의 꿈을 갖고 있는데 , 그 많은 꿈을 전부 이루려면 돈이 반드시 필요하거나 중요한 역할을 한다 .","아직 젊은 사람이라 각자 자신의 꿈을 가지고 있는데 , 그 꿈을 이루기 위해서는 돈이 절대적으로 필요하고 중요한 역할을 한다 .",0.2692307692307692,0.2692307692307692
1043,2 들은 오빠들은 지금 좋은 성적이기 때문에 다 즐겁고 안심돼요 - .,2는 지금 오빠들의 좋은 성적으로 인해 모두 즐겁고 안심하고 있어요 . _,"오빠들이 잘 지내고 있는 것 같아서 마음이 놓이고 , 기뻐요 - .",0.09523809523809523,0.07142857142857142
1044," 그래서 마시버린 병으로 잡곡이나 녹두 혹은 새우기 등을 놓을 수 있고 , 방습할뿐만 아니라 더욱 쉽게 보존하기도 한다  ."," 그래서 다 마신 병으로 잡곡이나 녹두 혹은 새우껍질 등을 보관하면 , 습기를 막을 뿐만 아니라 보관에 용이하다  .","그래서 마신 빈병에 잡곡이나 녹두 혹은 새우등을 넣어둘수 있으며 , 방습은 물론이고 더 쉽게 보존할 수도 있다  .",0.21428571428571427,0.14285714285714285
